order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FJUL715420401,12-Jul-22,789420,25891303,82,15-Jul-22,14-Jul-22,66,0,1,0
FJUL715421501,12-Jul-22,789421,25891303,28,15-Jul-22,16-Jul-22,22,0,0,0
FJUL714520303,12-Jul-22,789520,25891303,86,14-Jul-22,16-Jul-22,77,0,0,0
FJUL714501502,12-Jul-22,789501,25891303,32,14-Jul-22,14-Jul-22,29,0,1,0
FJUL713702503,12-Jul-22,789702,25891303,42,13-Jul-22,13-Jul-22,40,0,1,0
FJUL714121402,12-Jul-22,789121,25891303,20,14-Jul-22,15-Jul-22,20,1,0,0
FJUL715220503,12-Jul-22,789220,25891303,80,15-Jul-22,15-Jul-22,80,1,1,1
FJUL713903303,12-Jul-22,789903,25891303,67,13-Jul-22,14-Jul-22,67,1,0,0
FJUL713621303,12-Jul-22,789621,25891303,81,13-Jul-22,13-Jul-22,81,1,1,1
FJUL713101401,12-Jul-22,789101,25891202,234,13-Jul-22,13-Jul-22,234,1,1,1
FJUL713703603,12-Jul-22,789703,25891303,69,13-Jul-22,13-Jul-22,69,1,1,1
FJUL715401502,12-Jul-22,789401,25891202,140,15-Jul-22,15-Jul-22,140,1,1,1
FJUL714603301,12-Jul-22,789603,25891202,447,14-Jul-22,14-Jul-22,425,0,1,0
FJUL714520303,12-Jul-22,789520,25891202,426,14-Jul-22,16-Jul-22,426,1,0,0
FJUL713720202,12-Jul-22,789720,25891202,215,13-Jul-22,14-Jul-22,215,1,0,0
FJUL714720503,12-Jul-22,789720,25891202,356,14-Jul-22,14-Jul-22,356,1,1,1
FJUL714321202,12-Jul-22,789321,25891202,443,14-Jul-22,14-Jul-22,443,1,1,1
FJUL714203202,12-Jul-22,789203,25891202,299,14-Jul-22,16-Jul-22,299,1,0,0
FJUL714221403,12-Jul-22,789221,25891202,133,14-Jul-22,14-Jul-22,133,1,1,1
FJUL713422303,12-Jul-22,789422,25891303,99,13-Jul-22,12-Jul-22,99,1,1,1
FJUL714103501,12-Jul-22,789103,25891303,52,14-Jul-22,14-Jul-22,49,0,1,0
FJUL715601602,12-Jul-22,789601,25891303,95,15-Jul-22,15-Jul-22,76,0,1,0
FJUL713320602,12-Jul-22,789320,25891202,226,13-Jul-22,13-Jul-22,226,1,1,1
FJUL715621503,13-Jul-22,789621,25891203,202,15-Jul-22,15-Jul-22,202,1,1,1
FJUL716622302,13-Jul-22,789622,25891302,25,16-Jul-22,15-Jul-22,20,0,1,0
FJUL714603302,13-Jul-22,789603,25891302,35,14-Jul-22,16-Jul-22,35,1,0,0
FJUL714721603,13-Jul-22,789721,25891302,73,14-Jul-22,14-Jul-22,73,1,1,1
FJUL716321602,13-Jul-22,789321,25891302,27,16-Jul-22,16-Jul-22,27,1,1,1
FJUL714501302,13-Jul-22,789501,25891302,66,14-Jul-22,14-Jul-22,66,1,1,1
FJUL715520401,13-Jul-22,789520,25891302,45,15-Jul-22,16-Jul-22,43,0,0,0
FJUL714421302,13-Jul-22,789421,25891302,41,14-Jul-22,17-Jul-22,39,0,0,0
FJUL715403502,13-Jul-22,789403,25891302,54,15-Jul-22,15-Jul-22,54,1,1,1
FJUL716122603,13-Jul-22,789122,25891302,50,16-Jul-22,16-Jul-22,50,1,1,1
FJUL715521602,13-Jul-22,789521,25891302,37,15-Jul-22,14-Jul-22,37,1,1,1
FJUL714103302,13-Jul-22,789103,25891302,70,14-Jul-22,15-Jul-22,63,0,0,0
FJUL715303501,13-Jul-22,789303,25891302,37,15-Jul-22,15-Jul-22,33,0,1,0
FJUL716703403,13-Jul-22,789703,25891302,59,16-Jul-22,16-Jul-22,56,0,1,0
FJUL715203501,13-Jul-22,789203,25891302,66,15-Jul-22,15-Jul-22,66,1,1,1
FJUL716522302,13-Jul-22,789522,25891302,97,16-Jul-22,17-Jul-22,92,0,0,0
FJUL716402501,13-Jul-22,789402,25891302,65,16-Jul-22,16-Jul-22,65,1,1,1
FJUL715301602,13-Jul-22,789301,25891302,31,15-Jul-22,15-Jul-22,31,1,1,1
FJUL714420501,13-Jul-22,789420,25891301,33,14-Jul-22,15-Jul-22,33,1,0,0
FJUL716420301,13-Jul-22,789420,25891301,34,16-Jul-22,17-Jul-22,34,1,0,0
FJUL716703301,13-Jul-22,789703,25891301,74,16-Jul-22,17-Jul-22,67,0,0,0
FJUL715320601,13-Jul-22,789320,25891301,83,15-Jul-22,15-Jul-22,75,0,1,0
FJUL716122502,13-Jul-22,789122,25891301,37,16-Jul-22,18-Jul-22,37,1,0,0
FJUL714421301,13-Jul-22,789421,25891301,34,14-Jul-22,16-Jul-22,32,0,0,0
FJUL714103603,13-Jul-22,789103,25891301,31,14-Jul-22,14-Jul-22,29,0,1,0
FJUL715103301,13-Jul-22,789103,25891301,27,15-Jul-22,15-Jul-22,24,0,1,0
FJUL714121301,13-Jul-22,789121,25891301,37,14-Jul-22,15-Jul-22,37,1,0,0
FJUL716121301,13-Jul-22,789121,25891301,85,16-Jul-22,18-Jul-22,77,0,0,0
FJUL714501302,13-Jul-22,789501,25891301,85,14-Jul-22,14-Jul-22,85,1,1,1
FJUL715501602,13-Jul-22,789501,25891301,74,15-Jul-22,15-Jul-22,74,1,1,1
FJUL714601301,13-Jul-22,789601,25891301,37,14-Jul-22,15-Jul-22,30,0,0,0
FJUL715503301,13-Jul-22,789503,25891301,81,15-Jul-22,18-Jul-22,81,1,0,0
FJUL716221502,13-Jul-22,789221,25891301,27,16-Jul-22,16-Jul-22,27,1,1,1
FJUL714621602,13-Jul-22,789621,25891301,54,14-Jul-22,14-Jul-22,54,1,1,1
FJUL715903603,13-Jul-22,789903,25891301,93,15-Jul-22,15-Jul-22,88,0,1,0
FJUL714702501,13-Jul-22,789702,25891301,68,14-Jul-22,14-Jul-22,65,0,1,0
FJUL714520301,13-Jul-22,789520,25891301,89,14-Jul-22,16-Jul-22,85,0,0,0
FJUL715403502,13-Jul-22,789403,25891301,48,15-Jul-22,15-Jul-22,48,1,1,1
FJUL715401503,13-Jul-22,789401,25891301,99,15-Jul-22,15-Jul-22,99,1,1,1
FJUL715603601,13-Jul-22,789603,25891301,56,15-Jul-22,15-Jul-22,56,1,1,1
FJUL716303601,13-Jul-22,789303,25891102,486,16-Jul-22,16-Jul-22,486,1,1,1
FJUL714401501,13-Jul-22,789401,25891102,369,14-Jul-22,14-Jul-22,332,0,1,0
FJUL715402602,13-Jul-22,789402,25891102,343,15-Jul-22,15-Jul-22,343,1,1,1
FJUL716221502,13-Jul-22,789221,25891102,330,16-Jul-22,16-Jul-22,330,1,1,1
FJUL714520301,13-Jul-22,789520,25891102,327,14-Jul-22,16-Jul-22,311,0,0,0
FJUL715622102,13-Jul-22,789622,25891102,493,15-Jul-22,14-Jul-22,493,1,1,1
FJUL716422401,13-Jul-22,789422,25891102,453,16-Jul-22,17-Jul-22,453,1,0,0
FJUL716501102,13-Jul-22,789501,25891102,423,16-Jul-22,16-Jul-22,423,1,1,1
FJUL716301601,13-Jul-22,789301,25891102,340,16-Jul-22,16-Jul-22,340,1,1,1
FJUL715320601,13-Jul-22,789320,25891102,323,15-Jul-22,15-Jul-22,323,1,1,1
FJUL715903603,13-Jul-22,789903,25891102,460,15-Jul-22,15-Jul-22,414,0,1,0
FJUL715420102,13-Jul-22,789420,25891102,458,15-Jul-22,17-Jul-22,435,0,0,0
FJUL715220603,13-Jul-22,789220,25891102,480,15-Jul-22,15-Jul-22,480,1,1,1
FJUL714101503,13-Jul-22,789101,25891102,487,14-Jul-22,14-Jul-22,487,1,1,1
FJUL716101402,13-Jul-22,789101,25891102,485,16-Jul-22,16-Jul-22,485,1,1,1
FJUL716102602,13-Jul-22,789102,25891102,328,16-Jul-22,16-Jul-22,328,1,1,1
FJUL716203401,13-Jul-22,789203,25891102,453,16-Jul-22,16-Jul-22,453,1,1,1
FJUL716122502,13-Jul-22,789122,25891502,135,16-Jul-22,18-Jul-22,128,0,0,0
FJUL714320502,13-Jul-22,789320,25891502,195,14-Jul-22,14-Jul-22,195,1,1,1
FJUL716320502,13-Jul-22,789320,25891502,198,16-Jul-22,16-Jul-22,198,1,1,1
FJUL715301502,13-Jul-22,789301,25891502,104,15-Jul-22,14-Jul-22,104,1,1,1
FJUL716301601,13-Jul-22,789301,25891502,129,16-Jul-22,16-Jul-22,123,0,1,0
FJUL715220502,13-Jul-22,789220,25891502,103,15-Jul-22,18-Jul-22,103,1,0,0
FJUL714520502,13-Jul-22,789520,25891502,142,14-Jul-22,13-Jul-22,128,0,1,0
FJUL714603502,13-Jul-22,789603,25891502,151,14-Jul-22,14-Jul-22,151,1,1,1
FJUL714720502,13-Jul-22,789720,25891502,181,14-Jul-22,14-Jul-22,181,1,1,1
FJUL714422502,13-Jul-22,789422,25891502,202,14-Jul-22,15-Jul-22,202,1,0,0
FJUL714101503,13-Jul-22,789101,25891502,242,14-Jul-22,14-Jul-22,242,1,1,1
FJUL715403502,13-Jul-22,789403,25891502,126,15-Jul-22,15-Jul-22,126,1,1,1
FJUL716221502,13-Jul-22,789221,25891502,239,16-Jul-22,16-Jul-22,239,1,1,1
FJUL715402502,13-Jul-22,789402,25891502,166,15-Jul-22,14-Jul-22,166,1,1,1
FJUL716501502,13-Jul-22,789501,25891502,211,16-Jul-22,15-Jul-22,211,1,1,1
FJUL716520403,13-Jul-22,789520,25891403,426,16-Jul-22,17-Jul-22,341,0,0,0
FJUL715402502,13-Jul-22,789402,25891403,340,15-Jul-22,14-Jul-22,272,0,1,0
FJUL714422502,13-Jul-22,789422,25891403,488,14-Jul-22,15-Jul-22,488,1,0,0
FJUL716501403,13-Jul-22,789501,25891403,247,16-Jul-22,19-Jul-22,247,1,0,0
FJUL715603403,13-Jul-22,789603,25891403,254,15-Jul-22,14-Jul-22,229,0,1,0
FJUL716603403,13-Jul-22,789603,25891403,420,16-Jul-22,16-Jul-22,420,1,1,1
FJUL716902403,13-Jul-22,789902,25891403,414,16-Jul-22,16-Jul-22,393,0,1,0
FJUL714721603,13-Jul-22,789721,25891403,330,14-Jul-22,14-Jul-22,330,1,1,1
FJUL715703603,13-Jul-22,789703,25891403,206,15-Jul-22,15-Jul-22,206,1,1,1
FJUL716703403,13-Jul-22,789703,25891403,474,16-Jul-22,16-Jul-22,474,1,1,1
FJUL716122502,13-Jul-22,789122,25891403,335,16-Jul-22,18-Jul-22,268,0,0,0
FJUL716202501,13-Jul-22,789202,25891403,478,16-Jul-22,17-Jul-22,478,1,0,0
FJUL715702603,13-Jul-22,789702,25891403,421,15-Jul-22,15-Jul-22,337,0,1,0
FJUL715522403,13-Jul-22,789522,25891403,227,15-Jul-22,16-Jul-22,227,1,0,0
FJUL714121503,13-Jul-22,789121,25891503,200,14-Jul-22,14-Jul-22,200,1,1,1
FJUL715121503,13-Jul-22,789121,25891503,235,15-Jul-22,15-Jul-22,235,1,1,1
FJUL714403503,13-Jul-22,789403,25891503,219,14-Jul-22,14-Jul-22,219,1,1,1
FJUL714503503,13-Jul-22,789503,25891503,221,14-Jul-22,17-Jul-22,221,1,0,0
FJUL716220601,13-Jul-22,789220,25891503,189,16-Jul-22,16-Jul-22,189,1,1,1
FJUL716103602,13-Jul-22,789103,25891503,138,16-Jul-22,16-Jul-22,110,0,1,0
FJUL715401503,13-Jul-22,789401,25891503,155,15-Jul-22,15-Jul-22,155,1,1,1
FJUL714703503,13-Jul-22,789703,25891503,235,14-Jul-22,14-Jul-22,235,1,1,1
FJUL715903603,13-Jul-22,789903,25891503,227,15-Jul-22,15-Jul-22,182,0,1,0
FJUL716721503,13-Jul-22,789721,25891503,161,16-Jul-22,16-Jul-22,161,1,1,1
FJUL716301601,13-Jul-22,789301,25891503,141,16-Jul-22,16-Jul-22,141,1,1,1
FJUL714101503,13-Jul-22,789101,25891503,120,14-Jul-22,14-Jul-22,114,0,1,0
FJUL715522503,13-Jul-22,789522,25891503,171,15-Jul-22,14-Jul-22,171,1,1,1
FJUL714402503,13-Jul-22,789402,25891503,169,14-Jul-22,13-Jul-22,169,1,1,1
FJUL715621503,13-Jul-22,789621,25891503,161,15-Jul-22,15-Jul-22,153,0,1,0
FJUL716621603,13-Jul-22,789621,25891503,137,16-Jul-22,16-Jul-22,137,1,1,1
FJUL714203503,13-Jul-22,789203,25891503,133,14-Jul-22,14-Jul-22,133,1,1,1
FJUL715702603,13-Jul-22,789702,25891503,105,15-Jul-22,15-Jul-22,105,1,1,1
FJUL715421401,13-Jul-22,789421,25891103,387,15-Jul-22,18-Jul-22,387,1,0,0
FJUL714703503,13-Jul-22,789703,25891103,455,14-Jul-22,14-Jul-22,455,1,1,1
FJUL714601602,13-Jul-22,789601,25891103,430,14-Jul-22,14-Jul-22,387,0,1,0
FJUL716320502,13-Jul-22,789320,25891103,301,16-Jul-22,16-Jul-22,286,0,1,0
FJUL716203103,13-Jul-22,789203,25891103,454,16-Jul-22,18-Jul-22,454,1,0,0
FJUL714522103,13-Jul-22,789522,25891103,320,14-Jul-22,16-Jul-22,320,1,0,0
FJUL715522602,13-Jul-22,789522,25891103,480,15-Jul-22,15-Jul-22,480,1,1,1
FJUL716122103,13-Jul-22,789122,25891103,374,16-Jul-22,19-Jul-22,337,0,0,0
FJUL716101402,13-Jul-22,789101,25891103,371,16-Jul-22,16-Jul-22,352,0,1,0
FJUL715301602,13-Jul-22,789301,25891103,448,15-Jul-22,15-Jul-22,448,1,1,1
FJUL716301601,13-Jul-22,789301,25891103,383,16-Jul-22,16-Jul-22,383,1,1,1
FJUL716902403,13-Jul-22,789902,25891103,480,16-Jul-22,16-Jul-22,480,1,1,1
FJUL714103603,13-Jul-22,789103,25891103,446,14-Jul-22,14-Jul-22,424,0,1,0
FJUL716103602,13-Jul-22,789103,25891103,376,16-Jul-22,16-Jul-22,338,0,1,0
FJUL714202602,13-Jul-22,789202,25891103,389,14-Jul-22,14-Jul-22,350,0,1,0
FJUL714721103,13-Jul-22,789721,25891103,469,14-Jul-22,13-Jul-22,446,0,1,0
FJUL715721203,13-Jul-22,789721,25891103,497,15-Jul-22,15-Jul-22,497,1,1,1
FJUL715422103,13-Jul-22,789422,25891103,486,15-Jul-22,14-Jul-22,462,0,1,0
FJUL716422203,13-Jul-22,789422,25891103,427,16-Jul-22,19-Jul-22,427,1,0,0
FJUL714601601,13-Jul-22,789601,25891601,176,14-Jul-22,17-Jul-22,176,1,0,0
FJUL715601601,13-Jul-22,789601,25891601,147,15-Jul-22,14-Jul-22,132,0,1,0
FJUL716520601,13-Jul-22,789520,25891601,188,16-Jul-22,18-Jul-22,188,1,0,0
FJUL714103603,13-Jul-22,789103,25891601,77,14-Jul-22,14-Jul-22,73,0,1,0
FJUL716721601,13-Jul-22,789721,25891601,123,16-Jul-22,17-Jul-22,123,1,0,0
FJUL716303601,13-Jul-22,789303,25891601,104,16-Jul-22,16-Jul-22,104,1,1,1
FJUL715320601,13-Jul-22,789320,25891601,139,15-Jul-22,15-Jul-22,139,1,1,1
FJUL714503601,13-Jul-22,789503,25891601,140,14-Jul-22,14-Jul-22,140,1,1,1
FJUL716220601,13-Jul-22,789220,25891601,135,16-Jul-22,16-Jul-22,128,0,1,0
FJUL714603601,13-Jul-22,789603,25891601,171,14-Jul-22,13-Jul-22,162,0,1,0
FJUL715603601,13-Jul-22,789603,25891601,125,15-Jul-22,15-Jul-22,125,1,1,1
FJUL716301601,13-Jul-22,789301,25891601,195,16-Jul-22,16-Jul-22,195,1,1,1
FJUL716421601,13-Jul-22,789421,25891601,89,16-Jul-22,17-Jul-22,89,1,0,0
FJUL715203601,13-Jul-22,789203,25891601,70,15-Jul-22,16-Jul-22,56,0,0,0
FJUL715320601,13-Jul-22,789320,25891402,317,15-Jul-22,15-Jul-22,317,1,1,1
FJUL715303501,13-Jul-22,789303,25891402,282,15-Jul-22,15-Jul-22,268,0,1,0
FJUL715301402,13-Jul-22,789301,25891402,400,15-Jul-22,18-Jul-22,400,1,0,0
FJUL716301601,13-Jul-22,789301,25891402,248,16-Jul-22,16-Jul-22,248,1,1,1
FJUL714721603,13-Jul-22,789721,25891402,247,14-Jul-22,14-Jul-22,247,1,1,1
FJUL715520402,13-Jul-22,789520,25891402,283,15-Jul-22,17-Jul-22,269,0,0,0
FJUL716422402,13-Jul-22,789422,25891402,481,16-Jul-22,18-Jul-22,481,1,0,0
FJUL716522602,13-Jul-22,789522,25891402,364,16-Jul-22,18-Jul-22,364,1,0,0
FJUL714201402,13-Jul-22,789201,25891402,229,14-Jul-22,15-Jul-22,218,0,0,0
FJUL716101402,13-Jul-22,789101,25891402,254,16-Jul-22,16-Jul-22,241,0,1,0
FJUL716122402,13-Jul-22,789122,25891402,328,16-Jul-22,15-Jul-22,312,0,1,0
FJUL715121503,13-Jul-22,789121,25891402,461,15-Jul-22,15-Jul-22,461,1,1,1
FJUL716702402,13-Jul-22,789702,25891402,242,16-Jul-22,16-Jul-22,242,1,1,1
FJUL714603502,13-Jul-22,789603,25891201,227,14-Jul-22,14-Jul-22,227,1,1,1
FJUL715603403,13-Jul-22,789603,25891201,300,15-Jul-22,14-Jul-22,300,1,1,1
FJUL716603201,13-Jul-22,789603,25891201,372,16-Jul-22,17-Jul-22,372,1,0,0
FJUL714121603,13-Jul-22,789121,25891201,291,14-Jul-22,16-Jul-22,291,1,0,0
FJUL714601602,13-Jul-22,789601,25891201,260,14-Jul-22,14-Jul-22,260,1,1,1
FJUL715621503,13-Jul-22,789621,25891201,367,15-Jul-22,15-Jul-22,330,0,1,0
FJUL715521201,13-Jul-22,789521,25891201,282,15-Jul-22,15-Jul-22,282,1,1,1
FJUL715401503,13-Jul-22,789401,25891201,299,15-Jul-22,15-Jul-22,299,1,1,1
FJUL714402201,13-Jul-22,789402,25891201,325,14-Jul-22,14-Jul-22,325,1,1,1
FJUL714321201,13-Jul-22,789321,25891201,214,14-Jul-22,14-Jul-22,214,1,1,1
FJUL714403201,13-Jul-22,789403,25891201,151,14-Jul-22,16-Jul-22,136,0,0,0
FJUL715403502,13-Jul-22,789403,25891201,184,15-Jul-22,15-Jul-22,184,1,1,1
FJUL715220201,13-Jul-22,789220,25891201,122,15-Jul-22,16-Jul-22,116,0,0,0
FJUL714903603,13-Jul-22,789903,25891201,468,14-Jul-22,14-Jul-22,468,1,1,1
FJUL715720401,13-Jul-22,789720,25891201,397,15-Jul-22,15-Jul-22,397,1,1,1
FJUL716622602,13-Jul-22,789622,25891201,191,16-Jul-22,16-Jul-22,191,1,1,1
FJUL714101201,13-Jul-22,789101,25891201,372,14-Jul-22,15-Jul-22,372,1,0,0
FJUL714422501,13-Jul-22,789422,25891501,188,14-Jul-22,17-Jul-22,188,1,0,0
FJUL714520602,13-Jul-22,789520,25891501,199,14-Jul-22,15-Jul-22,179,0,0,0
FJUL715503501,13-Jul-22,789503,25891501,160,15-Jul-22,15-Jul-22,160,1,1,1
FJUL714902603,13-Jul-22,789902,25891501,248,14-Jul-22,14-Jul-22,248,1,1,1
FJUL714702501,13-Jul-22,789702,25891501,191,14-Jul-22,14-Jul-22,191,1,1,1
FJUL715203501,13-Jul-22,789203,25891501,113,15-Jul-22,15-Jul-22,113,1,1,1
FJUL715522501,13-Jul-22,789522,25891501,226,15-Jul-22,18-Jul-22,226,1,0,0
FJUL714401501,13-Jul-22,789401,25891501,207,14-Jul-22,14-Jul-22,207,1,1,1
FJUL714420501,13-Jul-22,789420,25891501,198,14-Jul-22,15-Jul-22,198,1,0,0
FJUL715403502,13-Jul-22,789403,25891501,194,15-Jul-22,15-Jul-22,194,1,1,1
FJUL715121503,13-Jul-22,789121,25891501,101,15-Jul-22,15-Jul-22,101,1,1,1
FJUL714621602,13-Jul-22,789621,25891501,169,14-Jul-22,14-Jul-22,169,1,1,1
FJUL714903603,13-Jul-22,789903,25891501,218,14-Jul-22,14-Jul-22,207,0,1,0
FJUL715101602,13-Jul-22,789101,25891501,102,15-Jul-22,15-Jul-22,92,0,1,0
FJUL716103602,13-Jul-22,789103,25891501,247,16-Jul-22,16-Jul-22,198,0,1,0
FJUL715303501,13-Jul-22,789303,25891501,204,15-Jul-22,15-Jul-22,204,1,1,1
FJUL716521501,13-Jul-22,789521,25891501,117,16-Jul-22,16-Jul-22,117,1,1,1
FJUL714421501,13-Jul-22,789421,25891501,184,14-Jul-22,15-Jul-22,147,0,0,0
FJUL716402501,13-Jul-22,789402,25891501,220,16-Jul-22,16-Jul-22,220,1,1,1
FJUL714220501,13-Jul-22,789220,25891501,228,14-Jul-22,14-Jul-22,228,1,1,1
FJUL715220603,13-Jul-22,789220,25891501,184,15-Jul-22,15-Jul-22,184,1,1,1
FJUL716202501,13-Jul-22,789202,25891501,114,16-Jul-22,17-Jul-22,114,1,0,0
FJUL714720502,13-Jul-22,789720,25891501,188,14-Jul-22,14-Jul-22,188,1,1,1
FJUL715301602,13-Jul-22,789301,25891602,176,15-Jul-22,15-Jul-22,176,1,1,1
FJUL714202602,13-Jul-22,789202,25891602,137,14-Jul-22,14-Jul-22,130,0,1,0
FJUL716202602,13-Jul-22,789202,25891602,154,16-Jul-22,16-Jul-22,146,0,1,0
FJUL716102602,13-Jul-22,789102,25891602,126,16-Jul-22,16-Jul-22,126,1,1,1
FJUL714621602,13-Jul-22,789621,25891602,68,14-Jul-22,14-Jul-22,61,0,1,0
FJUL715621602,13-Jul-22,789621,25891602,83,15-Jul-22,14-Jul-22,83,1,1,1
FJUL715521602,13-Jul-22,789521,25891602,85,15-Jul-22,14-Jul-22,85,1,1,1
FJUL716321602,13-Jul-22,789321,25891602,176,16-Jul-22,16-Jul-22,176,1,1,1
FJUL715402602,13-Jul-22,789402,25891602,99,15-Jul-22,15-Jul-22,99,1,1,1
FJUL714203602,13-Jul-22,789203,25891602,77,14-Jul-22,13-Jul-22,69,0,1,0
FJUL714103602,13-Jul-22,789103,25891602,148,14-Jul-22,13-Jul-22,141,0,1,0
FJUL716103602,13-Jul-22,789103,25891602,76,16-Jul-22,16-Jul-22,72,0,1,0
FJUL714601602,13-Jul-22,789601,25891602,156,14-Jul-22,14-Jul-22,140,0,1,0
FJUL714520602,13-Jul-22,789520,25891602,102,14-Jul-22,15-Jul-22,102,1,0,0
FJUL714522602,13-Jul-22,789522,25891602,121,14-Jul-22,14-Jul-22,121,1,1,1
FJUL715522602,13-Jul-22,789522,25891602,90,15-Jul-22,15-Jul-22,90,1,1,1
FJUL716522602,13-Jul-22,789522,25891602,81,16-Jul-22,18-Jul-22,81,1,0,0
FJUL716622602,13-Jul-22,789622,25891602,190,16-Jul-22,16-Jul-22,180,0,1,0
FJUL714902603,13-Jul-22,789902,25891602,69,14-Jul-22,14-Jul-22,55,0,1,0
FJUL715220603,13-Jul-22,789220,25891602,199,15-Jul-22,15-Jul-22,159,0,1,0
FJUL715101602,13-Jul-22,789101,25891602,90,15-Jul-22,15-Jul-22,86,0,1,0
FJUL715501602,13-Jul-22,789501,25891602,92,15-Jul-22,15-Jul-22,83,0,1,0
FJUL716122603,13-Jul-22,789122,25891602,115,16-Jul-22,16-Jul-22,115,1,1,1
FJUL715220603,13-Jul-22,789220,25891101,402,15-Jul-22,15-Jul-22,402,1,1,1
FJUL715501602,13-Jul-22,789501,25891101,324,15-Jul-22,15-Jul-22,324,1,1,1
FJUL716501102,13-Jul-22,789501,25891101,303,16-Jul-22,16-Jul-22,303,1,1,1
FJUL716521101,13-Jul-22,789521,25891101,494,16-Jul-22,18-Jul-22,494,1,0,0
FJUL715201303,13-Jul-22,789201,25891101,333,15-Jul-22,15-Jul-22,333,1,1,1
FJUL715101602,13-Jul-22,789101,25891101,465,15-Jul-22,15-Jul-22,465,1,1,1
FJUL716101402,13-Jul-22,789101,25891101,381,16-Jul-22,16-Jul-22,381,1,1,1
FJUL716603403,13-Jul-22,789603,25891101,397,16-Jul-22,16-Jul-22,397,1,1,1
FJUL716721503,13-Jul-22,789721,25891101,409,16-Jul-22,16-Jul-22,409,1,1,1
FJUL714720502,13-Jul-22,789720,25891101,488,14-Jul-22,14-Jul-22,488,1,1,1
FJUL715702603,13-Jul-22,789702,25891101,418,15-Jul-22,15-Jul-22,397,0,1,0
FJUL715221303,13-Jul-22,789221,25891101,417,15-Jul-22,15-Jul-22,417,1,1,1
FJUL716221502,13-Jul-22,789221,25891101,305,16-Jul-22,16-Jul-22,305,1,1,1
FJUL715421101,13-Jul-22,789421,25891101,466,15-Jul-22,16-Jul-22,373,0,0,0
FJUL716403303,13-Jul-22,789403,25891101,458,16-Jul-22,16-Jul-22,366,0,1,0
FJUL716401401,13-Jul-22,789401,25891101,483,16-Jul-22,16-Jul-22,483,1,1,1
FJUL715102101,13-Jul-22,789102,25891101,354,15-Jul-22,16-Jul-22,354,1,0,0
FJUL716520101,13-Jul-22,789520,25891101,474,16-Jul-22,16-Jul-22,427,0,1,0
FJUL715603601,13-Jul-22,789603,25891401,249,15-Jul-22,15-Jul-22,249,1,1,1
FJUL716902403,13-Jul-22,789902,25891401,256,16-Jul-22,16-Jul-22,256,1,1,1
FJUL715202401,13-Jul-22,789202,25891401,441,15-Jul-22,15-Jul-22,441,1,1,1
FJUL715520401,13-Jul-22,789520,25891401,227,15-Jul-22,16-Jul-22,216,0,0,0
FJUL716320502,13-Jul-22,789320,25891401,289,16-Jul-22,16-Jul-22,289,1,1,1
FJUL715903603,13-Jul-22,789903,25891401,356,15-Jul-22,15-Jul-22,320,0,1,0
FJUL716903401,13-Jul-22,789903,25891401,447,16-Jul-22,18-Jul-22,425,0,0,0
FJUL714203503,13-Jul-22,789203,25891401,481,14-Jul-22,14-Jul-22,385,0,1,0
FJUL716203401,13-Jul-22,789203,25891401,353,16-Jul-22,16-Jul-22,353,1,1,1
FJUL715703603,13-Jul-22,789703,25891401,488,15-Jul-22,15-Jul-22,488,1,1,1
FJUL716522602,13-Jul-22,789522,25891401,298,16-Jul-22,18-Jul-22,298,1,0,0
FJUL716422401,13-Jul-22,789422,25891401,213,16-Jul-22,17-Jul-22,213,1,0,0
FJUL716401401,13-Jul-22,789401,25891401,318,16-Jul-22,16-Jul-22,318,1,1,1
FJUL716601401,13-Jul-22,789601,25891401,380,16-Jul-22,17-Jul-22,304,0,0,0
FJUL715720401,13-Jul-22,789720,25891401,299,15-Jul-22,15-Jul-22,299,1,1,1
FJUL715421401,13-Jul-22,789421,25891401,479,15-Jul-22,18-Jul-22,455,0,0,0
FJUL715101401,13-Jul-22,789101,25891401,396,15-Jul-22,14-Jul-22,396,1,1,1
FJUL714221401,13-Jul-22,789221,25891401,442,14-Jul-22,14-Jul-22,442,1,1,1
FJUL716321401,13-Jul-22,789321,25891401,430,16-Jul-22,15-Jul-22,430,1,1,1
FJUL716501603,13-Jul-22,789501,25891603,59,16-Jul-22,18-Jul-22,59,1,0,0
FJUL715220603,13-Jul-22,789220,25891603,148,15-Jul-22,15-Jul-22,148,1,1,1
FJUL716403603,13-Jul-22,789403,25891603,180,16-Jul-22,17-Jul-22,180,1,0,0
FJUL714121603,13-Jul-22,789121,25891603,67,14-Jul-22,16-Jul-22,64,0,0,0
FJUL715121603,13-Jul-22,789121,25891603,90,15-Jul-22,18-Jul-22,90,1,0,0
FJUL715622603,13-Jul-22,789622,25891603,192,15-Jul-22,15-Jul-22,192,1,1,1
FJUL716402603,13-Jul-22,789402,25891603,73,16-Jul-22,17-Jul-22,69,0,0,0
FJUL716421603,13-Jul-22,789421,25891603,101,16-Jul-22,16-Jul-22,91,0,1,0
FJUL714903603,13-Jul-22,789903,25891603,69,14-Jul-22,14-Jul-22,55,0,1,0
FJUL715903603,13-Jul-22,789903,25891603,178,15-Jul-22,15-Jul-22,169,0,1,0
FJUL716903603,13-Jul-22,789903,25891603,122,16-Jul-22,16-Jul-22,110,0,1,0
